;;;;;;;;;;;;;x
DIM_BEL_revolution_a_legalistic_protest_title;A Legalistic Protest;;;;;;;;;;;;;x
DIM_BEL_revolution_a_legalistic_protest_desc;For many high ranking officials it has proven hard to adjust to our language policies, and many would prefer to continue working in French. The minister under whose purview falls the language laws, minister Van Maanen, has denied a petition of a group of Flemish lawyer who had request to be allowed to continue practising in French. As, according to him, 'French can only be considered a forced upon [the Flemish] side language.' Perhaps not an unreasonable position, as the lawyers would practise in French even if their clients did not speak the language.;;;;;;;;;;;;;x
DIM_BEL_revolution_a_plea_title;A Plea;;;;;;;;;;;;;x
DIM_BEL_revolution_a_plea_desc;'Whether the South shall forge ahead is dependant on whether or not the usage of French language will continue to grow: it is the language of the leading citizenry, of those who are enlightened and who carry the sacred fire of the sciences, literature and the philosophy. [...] In those provinces most needing instruction and direction the French language and culture ought to be stimulated.' -Charles Blargnies\n\nOpposition against the language laws is particularly strong in Brussls. Long has it been the centre of administration and law in the south, and as such as the centre of the southern nobility and bourgeoisie. The groups most likely to be Francophone. After a plea directed at the king personally, minister van Maanen has granted a special exemption to 13 Brussels lawyers to continue practising in French, in direct opposition to our language policies.;;;;;;;;;;;;;x
DIM_BEL_revolution_catholic_liberal_rapprochement_title;Catholic-Liberal Rapprochement;;;;;;;;;;;;;x
DIM_BEL_revolution_catholic_liberal_rapprochement_desc;  ;;;;;;;;;;;;;x
DIM_BEL_revolution_unionism_title;The Unlikely Alliance;;;;;;;;;;;;;x
DIM_BEL_revolution_unionism_desc;Two diametrical opposed groups seem to have found each other in opposition to our rule: the liberals and the Catholics. The liberals have long been supporters of our rule, they have no more love for the Catholics than we do, but their desire for political reform seems to outweigh their dislike of Catholicism. The groups seem to have been able come to common ground and support each others desire for more political freedoms and religious freedoms respectively.;;;;;;;;;;;;;x
DIM_BEL_12ws_title;Twelve Ws;;;;;;;;;;;;;x
DIM_BEL_12ws_desc;Mysterious graffiti has started to appear in Brussels: twelve Ws arranged in three rows of four Ws each. It is said to represent the following:\n\nWij willen Willem weg\nwil Willem wijzer worden\nwillen wij Willem weer\n\n[We wish William away\nWould William be wiser\nWe'd wish William to stay];;;;;;;;;;;;;x
DIM_BEL_a_night_at_the_opera_title;A Night At The Opera;;;;;;;;;;;;;x
DIM_BEL_a_night_at_the_opera_desc;'Amour sacre de la patrie,\nRends-nous l'audace et la fierte:\nA mon pays je dois la vie.\nIl me devra sa liberte.'\nIn what was supposed to have been a pleasant evening at the opera celebrating the kings birthday, we've set Brussels' citizenry ablaze with revolutionary spirit. Whenever the protagonist in the production of 'la Muette de Portici' called for liberty, the crowd answered! Throughout the performance the room echoed with cries such as 'Vive Napoleon!' 'Vive le Duc d'Orleans' and 'Vive la France!' When the singers entered the above quoted couplet, the hall exploded in cries of 'Viva la Liberte!' After the performance, a brazen man even climbed up city hall to put up a the French Tricolore.;;;;;;;;;;;;;x
DIM_BEL_august_riots_title;The August Riots;;;;;;;;;;;;;x
DIM_BEL_august_riots_desc;After the performance of La Muette de Portici in Brussels the other day, crowds have taken to the street in riot. Apparently in anger over our discriminatory policies, as prime targets were those associated with our language policies, such as the houses of publisher Libry-Bagnano and minister Van Maanen.\nSwelled on by the lawlessness this has created, poor and unemployed labourers have started rioting as well. Destroying steam engines and destroying food supplies.\nThe riots have now quickly spread to other industrial cities in the south.;;;;;;;;;;;;;x
DIM_BEL_garde_civique_title;The Garde Civique;;;;;;;;;;;;;x
DIM_BEL_garde_civique_desc;Disturbed the rioting, and seeing the inability of the government to handle the situation, the ordinary citizenry in our southern cities have taken up arms to protect their homes, and their lives. A Civic Guard now roams the street of these cities to quell all rioters, and credit where credit is due, the have done what our government has been unable: restore order.;;;;;;;;;;;;;x
DIM_BEL_first_embassy_title;Embassy from the revolutionaries;;;;;;;;;;;;;x
DIM_BEL_first_embassy_desc;Those holding Brussels have sent an embassy requesting negotiations about the future the kingdom. They have requested for the Prince of Orange, who holds some popularity among the southern peoples, to come to Brussels and lead the negotiations.;;;;;;;;;;;;;x
DIM_BEL_william_reports_back_title;The Revolutionary's Demands;;;;;;;;;;;;;x
DIM_BEL_william_reports_back_desc;The Prince of Orange has reported back to us regarding the demands of southern revolutionaries. First of all, they require the (figurative) head of minister Van Maanen, whom they hold responsible for the much hated language laws. Secondly, they wish to institute an administrative division in the country. The southern part of the country would get their own government, their own laws and their own parliament, but would remain united with the northern part of the country under our dynasty.;;;;;;;;;;;;;x
DIM_BEL_brussel_riots_title;Fighting in Brussels;;;;;;;;;;;;;x
DIM_BEL_brussel_riots_desc;Swelled with reinforcements from other revolutionary cities, the revolutionaries started forming impromptu Free Corpses. These corpses have been engaging our army as it has moved into Brussels. What is worse, they have successfully turned the civilian population against our forces. We are now faced with a full popular uprising, and the army, after heavy fighting, is preparing to withdraw from the city and regroup.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIM_BEL_liege_riots_title;Fighting in Liege;;;;;;;;;;;;;x
DIM_BEL_liege_riots_desc;Liege has been a hotbed for the Belgian revolution from the beginning. Some of the most radical and aggressive revolutionaries are from here. It has also turned into a centre from where the revolution has been exported to other regions of the country. It should thus come as no surprise that when our forces tried to retake the city, severe fighting broke out.;;;;;;;;;;;;;x
DIM_BEL_voorlopig_bewind_title;The Voorlopig Bewind;;;;;;;;;;;;;x
DIM_BEL_voorlopig_bewind_desc;The Belgian people have removed the shackles of domination and have declared themselves to be a free people! A provisional government has been formed which will sort out the future of the country.;;;;;;;;;;;;;x
DIM_BEL_disintegration_of_the_army_title;Disintegration Of The Army;;;;;;;;;;;;;x
DIM_BEL_disintegration_of_the_army_desc;Our conscription policy has been undiscriminating regarding the northern and southern parts of the country. As a matter of fact, southern soldiers are overrepresented in our army. This has now come back to bite us. The southern soldiers have proven to be susceptible to the revolutionary ideas emanating from their home regions. Desertion and insubordination is rife, and, in some instances, the soldiers are in open revolt against their (northern) commanding officers. Worse still, a number of units in the south have opted to actively join the revolution!;;;;;;;;;;;;;x
DIM_BEL_antwerp_revolution_title;Revolution in Antwerp!;;;;;;;;;;;;;x
DIM_BEL_antwerp_revolution_desc;The city of Antwerp had always been a relative stronghold for unionists in the southern part of the country. The reunification had reopen the Scheldt estuary to shipping to and from Antwerp, and brought great wealth to the city. Still the city has not proven to be resistant to the revolutionary ideas sweeping the south, and has come under revolutionary control!owever, a combination of a relative lack of southern soldiers in the garrison with a strict disciplinarian commander, has resulted in the awkward situation that the citadel controlling the city and harbour is still under our control.;;;;;;;;;;;;;x
DIM_BEL_bombardment_of_antwerp_title;The Bombardment of Antwerp;;;;;;;;;;;;;x
DIM_BEL_bombardment_of_antwerp_desc;When the city of Antwerp joined the revolution, the citadel controlling the city remained in our hands. An awkward situation which has caused the necessary friction: the citadel has been subject to daily fire from the city. In an effort to subdue the city and silence the guns once and for all, the commander of the citadel, general Chasse, ordered the guns to be turned around and the city to be bombarded. It would take almost 8 hours before the guns would fall silent again. The city is devastated, and hundreds have been killed...;;;;;;;;;;;;;;x
DIM_van_speijk_title;'...Dan Liever De Lucht In!';;;;;;;;;;;;;x
DIM_van_speijk_desc;When one of our patrol boats on the Scheldt river was boarded by Belgian revolutionaries demanding its surrender, her commander (29 year old Jan van Speijk) decided to become a national hero. Rather than surrender his ship, he fired a pistol (some say he threw a lighted cigar) into a barrel of gunpowder in the ship's magazine. His last words were (reportedly):\n'...En een infame Brabander worden? Dan liever de lucht in!'\n['...And become an infamous Brabander? I'd rather be blown up!'];;;;;;;;;;;;;x
DIM_legion_belge_parisienne_title;The Legion Belge Parisienne;;;;;;;;;;;;;x
DIM_legion_belge_parisienne_desc;In support of the Belgian revolutionaries in the Netherlands, some of our citizens have formed voluntary battalions to fight for Belgian freedom. They are now requesting permission to cross the border, so they can start fighting there. These battalions are fully privately funded and organised, and their operations in Belgium will not cost us anything. Their operation in the revolution might reflect poorly on us. On the other hand, they might also pave the way for closer relations with the Belgian peoples in the future.;;;;;;;;;;;;;x
DIM_legion_belge_parisienne_BEL_desc;Inspired by our plight for freedom from the Dutch, French citizens have joined our ranks and are ready to fight the Dutch! While fully funded by French aristocrats, there must have been some official sanction. Perhaps the French are trying to curry some favour with us?;;;;;;;;;;;;;x
DIM_legion_belge_parisienne_NET_desc;Reports have reached us that two French battalions have crossed the border, and are now moving to support the southern revolutionaries. Supposedly it is a fully private affair, with which the French government has no relations. While the French government might claim such units are purely voluntary, they would never have crossed the border without some official sanctions.;;;;;;;;;;;;;x
DIM_NET_administrative_split_title;The Administrative Division of the Kingdom;;;;;;;;;;;;;x
DIM_NET_administrative_split_desc;The political situation in the kingdom is starting to become difficult. The southern populace oppose our most of our policies, whether they be economic, religious or political. However giving in to the southern demands would severely upset the northern populace. Perhaps the economic, social and cultural differences between north and south are so great that the kingdom cannot function as an unitary state. A plan has been presented to split the kingdom into two separate administrative units, each with its own parliament and government united under our dynasty.;;;;;;;;;;;;;x
DIM_BEL_revolution_administrative_split_title;The Administrative Division of the Kingdom;;;;;;;;;;;;;x
DIM_BEL_revolution_administrative_split_desc;It has been apparent for some time now that the arrangements of the kingdom of the Netherlands were not working. We've been pushing for an administrative separation of the kingdom for some time now, and the northerners have finally relented. Are we satisfied with these arrangements, or is this too little too late?;;;;;;;;;;;;;x
DIM_BEL_revolution_administrative_split_rejected_title;Administrative Division Fails!;;;;;;;;;;;;;x
DIM_BEL_great_powers_ceasefire_title;Great Powers Enforce Ceasefire;;;;;;;;;;;;;x
DIM_BEL_great_powers_ceasefire_desc;The great powers have decided that, in the interest of the conference, a cease fire between us and the Belgian rebels will be in force.;;;;;;;;;;;;;x
DIM_groninger_ziekte_title;The Groninger Epidemic;;;;;;;;;;;;;x
DIM_groninger_ziekte_desc;The funeral bells in Groningen fell silent today. Mind you, not because there was no one left to be buried, but because so many are left to be buried. The church fathers are afraid that any further ringing of the bells would only serve to demoralise the already hard hit populace.\n\nThe northern regions of the country, the city of Groningen in particular, have been stuck by an 'intermittent fevers' causing a jump in the number of deaths. Another hard hit city is the city of Sneek, in the province of Friesland, which has reported a threefold increase of deaths over previous years. Recent flooding of the countryside in the region, combined with the unusual warm weather, is suspected in causing this epidemic.;;;;;;;;;;;;;x
DIM_flood_1825_title;The Great Flood of $YEAR$;;;;;;;;;;;;;x
DIM_flood_1825_desc;Water is an ever present danger, and an ever continuing fight to keep our, for our country. One third of the country lies below the level of the sea, and half of the country is vulnerable to flooding. Only a system of natural dunes and man made dikes stands between the people and disaster.\n\nA strong north western storm battered the coast last night. Swelled up up by the wind, the water reached levels up to 3.5 higher than normal. The dikes around the Zuiderzee, already weakened by storms earlier this year, were not up to the task. Water is now quickly flooding into the country side. Almost half of the provinces of Friesland and Overijssel, and the polder north of Amsterdam is flooded.\n\nCleaning up the flood damage is sure to be expensive and time consuming.;;;;;;;;;;;;;x
DIM_flood_1855_title;The Flooding of $YEAR$;;;;;;;;;;;;;x
DIM_flood_1855_desc;The dikes along the Rhine river have given way to the water! The severe winter hitting the country has caused an ice dam to form on the river, trapping the water behind it. When the dam finally gave way to the mass of water, it took a substantial part of the dike flanking the river with it. The water has now flooded into the valley along the river, destroying many homes and farms in the process.;;;;;;;;;;;;;x
DIM_flood_1861_1_title;The Flooding of the Bommelerwaard;;;;;;;;;;;;;x
DIM_flood_1861_1_desc;The dikes along the Waal river have given way to the water! Heavy ice had gathered on the river, and an ice dam was spotted forming in a narrowing of the river near the village of Vuren. Despite the best efforts of the local resides, it had proven impossible to remove the ice dam. With the ice dam not budging, it was only a matter of time before the dikes would be breached. Luckily, no-one was killed, but the material damage is substantial.;;;;;;;;;;;;;x
DIM_flood_1861_2_title;The Flooding of the land of Maas and Waal;;;;;;;;;;;;;x
DIM_flood_1861_2_desc;Due to ice blocking the flow of the river, the Waal river breached the dikes protecting the 'Land of Maas and Waal.' Such is the flow of water into the region, that it has started spilling over the dikes into the Meuse river on the other side. Many people had sought refuge on the fateful dike and were swept away by the water. We have to fear for their lives.;;;;;;;;;;;;;x
DIM_flood_1877_title;The Storm Surge of $YEAR$;;;;;;;;;;;;;x
DIM_flood_1877_desc;A great storm has raged over the North Sea. It, combine with springtide, has pushed the water the over North Sea over the dikes protecting the northern regions of our country. Especially hard hit is the Westpolder, an area of land reclaimed from the sea only last year.;;;;;;;;;;;;;x
DIM_flood_1906_title;The Great Storm Surge of $YEAR$;;;;;;;;;;;;;x
DIM_flood_1906_desc;Hurricane force winds has pushed the water on the Scheldt river up to 7.5 meters above their normal level. Far greater than the dikes were ever designed to carry. Especially the region around Antwerp has been hit hard. Vast swaths of land have been flooded, and, due to the tidal nature of the Scheldt, reparations have proven difficult. As with each new tide new water flows through the breaches in the dikes. Until the dikes are repaired it will be impossible to pump all the water out.;;;;;;;;;;;;;x
DIM_flood_1916_title;Storm Surge of $YEAR$;;;;;;;;;;;;;x
DIM_flood_1916_desc;A storm tide and high river run-off have conspired together to flood the countryside. Great swaths of land around the Zuiderzee have flooded as a result of dikes breaching under the heavy load of water they were exposed to.;;;;;;;;;;;;;x
DIM_flood_1926_title;Flooding of the Meuse;;;;;;;;;;;;;x
DIM_flood_1926_desc;Due the size of the snow fall in Europe last winter, and the fact that it has started melting, had pushed the water level of the Meuse river to historical levels. While critical, the dikes held. However, the run-off of the recent abundant rains have proven to much for the dikes, and water has now started flowing into the southern regions of the country.;;;;;;;;;;;;;x
DIM_NET_stadsbrand_enschede_title;The Great City Fire of Enschede;;;;;;;;;;;;;x
DIM_NET_stadsbrand_enschede_desc;A mayor fire has turned the entire medieval city of Enschede to ashes. 650 houses were destroyed, which in a city of only 4000 people means more than half of all citizens are left homeless. A number of factors can be blamed, drought, strong winds, improper fireproofing, but our own contribution to the fire should not be overlooked: in celebration of the king's visit the city was beautifully decorated with flowers, banners and triumphal arches. All of which proved to be very conductive to the spread of the fire.;;;;;;;;;;;;;x
DIM_NET_koning_gorilla_title;From The Life Of King Gorilla;;;;;;;;;;;;;x
DIM_NET_koning_gorilla_desc;King William has always been an odd bird. This is nothing new, but at least it had been kept out of the press. The (conservative) press has willingly swept it under the carpet all this time. The more radical press is less willing to cover it though. It would seem the madness of the king has reached socialist circles: a pamphlet called 'A Day in the Life of King Gorilla' was recently released and has become quite popular. The pamphlet describes 'the criminal life' and the 'corrupted nature' of the royal house, calling the king an unconsidered 'sadistic monster' who cares not about his people.\nThis, combined with another recent pamphlet describing the king as 'a regal pig' and 'horny mandrill,' triggered some passionate feelings. Royalists have found cause to attack socialists and their establishments because of this.;;;;;;;;;;;;;x
DIM_NET_lion_of_waterloo_title;The Lion of Waterloo;;;;;;;;;;;;;x
DIM_NET_lion_of_waterloo_desc;It took 300,000 cubic meters of earth, 28 tons of wrought iron and 6 years, but our heraldic lion now proudly stands on the field where we defeated Napoleon and ended his threat to civilisation. Facing France, mouth wide open, overlooking the battlefield, it is not only a monument, but also a symbol of our supremacy.;;;;;;;;;;;;;x
DIM_here_be_dragons_title;Here Be Dragons?;;;;;;;;;;;;;x
DIM_here_be_dragons_start_desc;Exciting news from Flores! A group of local fisherman have arrived at one of our post with unbelievable news. They claim to have seen dragons! Actual, giant, man-eating, dragons! They say a small island west of Flores is filled with them! Since we haven't actually every visited any of these islands, our officials aren't really sure what to make of it...;;;;;;;;;;;;;x
DIM_here_be_dragons_go_or_no_go_desc;Exciting reports have reached us from the east. According to our sources, there are actual, living and breathing, dragons in the East Indies. A group of local fishermen claim to have seen one while diving for pearls. So far the follow up of the local colonial officers has been lacklustre. Perhaps there is an opportunity for us here!;;;;;;;;;;;;;x
DIM_here_be_no_dragons_desc;Our men have returned from the search for the dragons in the East Indies. Finding a distinct lack of dragons on the beach where they were supposedly spotted, the men set of to the beach to look for traces of those so called dragons. Finding nothing than the carcase of a buffalo anywhere near the beach, the men quickly concluded they had been had, and set sail for home. ;;;;;;;;;;;;;x
DIM_here_definitely_be_no_dragons_desc;Despite a very thorough and intensive search, our expedition looking for dragons has come to the conclusion that there are, in fact, not dragons.  Or at least not in the island where they searched for them. The island is to small to house '7 meter tall dragons,' furthermore the was no trace to be found of such large creatures. No scorch marks, no footprints, no skeletons. No dragons. A few unusually large lizards were spotted, but no dragons.;;;;;;;;;;;;;x
DIM_here_be_maneating_dragons_desc;We've lost contact with the naturalist expedition sent to investigate rumours of dragons. We've confirmed they have arrived in the Indies, but afterwards all contact was lost. Our local contacts report there have been no sightings of them either. The world holds is breath to  The area is of course poorly explored, and perhaps they have just gotten lost.;;;;;;;;;;;;;x
DIM_here_be_dragons_close_now_desc;A slim sliver of grey skin is all they saw before it disappeared in the bushes again, but it has convinced our scientists that the dragons are real! Not as large as was expected, perhaps it was a infant? Nonetheless, our expedition is hot on its tail, and with a little luck, will soon capture one.;;;;;;;;;;;;;x
DIM_dragons_do_not_eat_people_desc;Our lost expedition has returned home! Blown off course towards an uninhabited island and shipwrecked, they had to wait until now before they could have been rescued.;;;;;;;;;;;;;x
NEWS_shipload_potatos_title;FOODSHORTAGES IN $CAPITAL$;;;;;;;;;;;;;x
NEWS_shipload_potatos_long;'As the masses are starving the military is feasting,' is what must have gone through the minds of the people of $CAPITAL$. Plagued by food shortages, the populace of the city quickly started rioting when news spread a military supply ship carrying potato's had docked there. But not just the military was the target of their anger, every storehouse suspected of holding food was raided as the mob lost ever more dignity.;;;;;;;;;;;;;x
NEWS_shipload_potatos_medium;'As the masses are starving the military is feasting,' is what must have gone through the minds of the people of $CAPITAL$. A military supply ship carrying potato's quickly became the focal point of their anger, as the city is engulfed in riots.;;;;;;;;;;;;;x
NEWS_shipload_potatos_short;The masses of $CAPITAL$ start rioting as news spreads of a military supply ship with food has arrived in the city. Authorities proved unable to contain the riots.;;;;;;;;;;;;;x
NEWS_lion_of_waterloo_long;The famous fields of Waterloo have received somewhat of an overhaul. A massive 28 ton cast iron lion now looms over the field where Napoleon was defeated. Build on exactly the spot where the Prince of Orange was injured fighting, the lion is a monument commemorating to his bravery, and of course those fighting under him. The Duke of Wellington is less impressed. A massive 45 meter tall hill was constructed to carry the lion, and, when asked for comment, all he kept muttering was 'they destroyed my battlefield!';;;;;;;;;;;;;x
NEWS_lion_of_waterloo_medium;A 28 ton cast iron lion, on top of a 45 meter hill, now looms over the field where Napoleon was finally defeated. The monument is a fierce reminder of the bravery of the Prince of Orange. The Duke of Wellington is unimpressed, his only comment was 'they destroyed my battlefield!';;;;;;;;;;;;;x
NEWS_lion_of_waterloo_short;The Duke of Wellington is unimpressed by the monument commemorating his victory over Napoleon. When asked for comment, all he kept muttering was 'they destroyed my battlefield!';;;;;;;;;;;;;x
NEWS_BEL_revolution_administrative_split_title;An Answer To The Belgian Question??;;;;;;;;;;;;;x
NEWS_BEL_revolution_administrative_split_long;Tensions between the Dutch in the north and Flemish and Wallonians in the south of the Netherlands have been running high for some time now. Anti-clericalism, a marginalisation and economic policies favouring the north have caused significant resentment among the southern peoples. In an effort to meet the southern grievances the Dutch parliament has agreed to an administrative separation of the kingdom: the southern region will receive its own parliament and government, but will remain united with the north by means of the dynasty.;;;;;;;;;;;;;x
NEWS_BEL_revolution_administrative_split_medium;In an effort to meet southern grievances against followed economic and cultural policies, the Dutch parliament decided to institute an administrative separation between north and south. The southern region will receive its own government, but will remain united through the dynasty.;;;;;;;;;;;;;x
NEWS_BEL_revolution_administrative_split_short;To appease southern demands, the Dutch parliament today voted to administratively separate the region from the north. The countries will remain united through dynastic tied however.;;;;;;;;;;;;;x
NEWS_BEL_revolution_rejection_split_title;Belgians Reject Dutch Concessions!;;;;;;;;;;;;;x
NEWS_BEL_revolution_rejection_split_long;In an unexpected twist Belgian representatives have rejected the Dutch plan for an split kingdom (separated administratively but united under one dynasty) and are calling for full independence. A major blow to Dutch prestige,it is unlikely they will agree this demand. The original plan already was a major concession, and a crisis over the future of Belgium now looms.;;;;;;;;;;;;;x
NEWS_BEL_revolution_rejection_split_medium;In an effort to appease the southern populace of the kingdom, Dutch parliament voted to institute an administrative separation between north and south. However, to the Belgian people the point had long been reached where nothing but full independence would satisfy their demands.;;;;;;;;;;;;;x
NEWS_BEL_revolution_rejection_split_short;Belgian nationalist reject Dutch offer for self administration, calling the offer too little to late. A crisis looms as the Dutch are unlikely to accept full independence.;;;;;;;;;;;;;x
NEWS_BEL_revolution_antwerp_bombardment_title;Antwerp Reduced to Rubble!;;;;;;;;;;;;;x
NEWS_BEL_revolution_antwerp_bombardment_long;Hundreds have been killed and the city completely devastated when the Dutch general Chasse turned his guns on Antwerp. Under his strictly disciplinarian control the citadel controlling the city remained in Dutch hands during the revolution. An awkward situation which has caused the necessary friction: Daily fire was exchanged between the city and citadel. In an effort to subdue the city and silence the guns once and for all, general Chasse ordered the guns to be turned around and the city to be bombarded. It took almost 8 hours before the guns fell silent again.;;;;;;;;;;;;;;x
NEWS_BEL_revolution_antwerp_bombardment_medium;Dutch general Chasse decided to turn his guns on the city today. His position, the citadel controlling the city, had been subject to daily fire from the city. In an effort to subdue the guns he turned his own guns on the city. The effort lasted 8 hours and left hundreds death.;;;;;;;;;;;;;x
NEWS_BEL_revolution_antwerp_bombardment_short;Hundreds have been killed when the Dutch general Chasse turned his guns on the city of Antwerp today. Firing from the safety of his fortress, he bombarded the city for 8 hours.;;;;;;;;;;;;;x
NEWS_a_night_at_the_opera_title;A Night at the Opera;;;;;;;;;;;;;x
NEWS_a_night_at_the_opera_long;What was supposed to be a birthday celebration of king William of the Netherlands in Brussels, has turned out quite the opposite. The staged production, La Muette de Portici by Auber, found a certain resounding with the audience. Whenever the protagonists would call for freedom, the crowds would answer with cheers and chants. Following the performance the crowds moved into the streets and started attack symbols of Dutch rule. At one point a French Tricolour could even be seen flying from city hall. 'Vive la Liberte' is now the chant of the Brussels bourgeoisie.;;;;;;;;;;;;;x
NEWS_a_night_at_the_opera_medium;A planned celebration of king William of the Netherlands' birthday has set Brussels ablaze with revolutionary spirit. Citizens chanted slogans such as 'Vive la France' 'Vive la Liberte' and 'Vive Napoleon' as the French Tricolour flew from Brussels' city hall.;;;;;;;;;;;;;x
NEWS_a_night_at_the_opera_short;Brussels' citizenry set ablaze with revolutionary spirit in planned royal celebration. The French tricolour was seen flying from Brussels' city hall as crowds chanted 'Viva la Liberte.';;;;;;;;;;;;;x
NEWS_cockerill_goes_bust_title;Lights go out at Europe's first industrial plant.;;;;;;;;;;;;;x
NEWS_cockerill_goes_bust_long;John Cockerill, the man who brought the industrial revolution to mainland Europe, is on the verge of going bust. His company has grown from a small factory into a massive integrated steel and machine factory in a few years. However, to finance this expansion, a very large debt without assets to cover these had to be taken on. With the recent financial crisis hitting $COUNTRY$, creditors have come knocking seeking repayment. Financial markets eagerly await the $COUNTRY_ADJ$ government's reaction, as without it, the company is doomed to fail.;;;;;;;;;;;;;x
NEWS_cockerill_goes_bust_medium;As financial markets collapse in $COUNTRY$, John Cockerill, founder or mainland Europe's first industrial enterprise, finds himself unable to meet his financial obligation. Severe over-borrowing to finance the companies expansion seems to be his downfall.;;;;;;;;;;;;;x
NEWS_cockerill_goes_bust_short;Over-borrowing and over expansion combined with a recent financial crisis in $COUNTRY$ have caused John Cockerill to become insolvent as creditors demand their money back.;;;;;;;;;;;;;x
NEWS_flood_1825_short;Hundreds feared killed as severe flooding hits Germany and the Low Countries. Dikes and dunes proved incapable of holding the sea at bay due to neglect and a strong north western storm.;;;;;;;;;;;;;x
NEWS_flood_1825_medium;Hundreds feared killed as a combination of spring tide, a strong north-western storm and exceptionally high river discharges is wrecking havoc along the North Sea coast. Weakened by earlier storms and suffering from severe neglect, the dikes have proven unable to hold the water back.;;;;;;;;;;;;;x
NEWS_flood_1825_long;Entire villages were washed away when severe flooding hit the north sea coast. The area, due to its low lying nature, is prone to flooding, yet the dikes guarding the land have been neglected over the years. Surprisingly the dikes survived multiple storm this year, but this last one has proven to be fatal. Hundreds are feared killed, and it will be many months before life van return to normal in the region.;;;;;;;;;;;;;x
NEWS_sell_flores_title;A Shift of Power in the East Indies?;;;;;;;;;;;;;x
NEWS_sell_flores_long;Word has reached this newspaper that secret negations have started between the Portuguese and Dutch governments concerning the future of their respective territories in the East-Indies. Officials could not be reached for comment, and exact details are unknown to us at this time. But rest assured, we are on to it!;;;;;;;;;;;;;x
NEWS_sell_flores_medium;Word has reached this newspaper that secret negations have started between the Portuguese and Dutch governments concerning the future of their respective territories in the East-Indies. Exact details are unknown to us at this time, but rest assured, we are on to it.;;;;;;;;;;;;;x
NEWS_sell_flores_short;Rumours have reached this newspaper that the Portuguese government is involved in secret negotiations to transfer their East-Indian possessions to the Dutch.;;;;;;;;;;;;;x
NEWS_cinchona;Dutch Break Peruvian Medicine Monopoly.;;;;;;;;;;;;;x
NEWS_cinchona_long;Peruvian governmental official reacted with surprise and outrage today, after the Dutch government announced yesterday that it had successfully imported the Cinchona tree into their colony in the East-Indies. Stocks of this tree, whose bark is vital for the production of malaria medicine, have long been by overexploitation overexploitation, causing anxiety worldwide due to possible supply shortages. The Dutch breaking the Peruvian monopoly on this tree is welcomed by many around the world, as it is hoped to lead to a more stable supply of this strategic good.;;;;;;;;;;;;;x
NEWS_cinchona_medium;Tensions rise between the Dutch and Peruvian government after the Dutch government announced yesterday to have broken the Peruvian monopoly on Cinchona, a tree vital for the production of malaria medicine, and under severe treat of extinction under Peruvian overexploitation.;;;;;;;;;;;;;x
NEWS_cinchona_short;The Dutch government announced yesterday they have broken the Peruvian monopoly on the Cinchona tree, a tree vital for the production of malaria medice.;;;;;;;;;;;;;x
NEWS_batavian_revolution;Tensions erupt in the Dutch East-Indies;;;;;;;;;;;;;x
NEWS_batavian_revolution_short;As revolutions sweeps Europe, her colonies are not spared the upheaval. In the Dutch East Indies, police recently had to be sent in to disperse crowds protesting discrimination polices there.;;;;;;;;;;;;;x
NEWS_batavian_revolution_medium;Long a loyal and willing outpost of the Dutch Empire, the atmosphere has recently turned sour in Batavia. Inspired by the events in Europe, liberals have gathered to demand an end to discriminatory practices from the Dutch government against her colonial citizens.;;;;;;;;;;;;;x
NEWS_batavian_revolution_long;As revolutionary spirit grips Europe, it is important keep on reporting the news from the world around us. The Dutch East Indies, for example, would appear to be at the verge of revolution. Outraged by the lack of democracy and educational opportunities in the Dutch colony, a large group of prominent businessmen and other social elites recently gathered in anger Batavia. Such was the anger of those gathered that police forces had to be called in to contain it and disperse the crowds. The situation has quiet down since then, but a tense situation remains.;;;;;;;;;;;;;x
NEWS_padang_lost;Padris to beat the Dutch?;;;;;;;;;;;;;x
NEWS_padang_lost_long;From your war correspondent. In a shocking reversal of fate, the Padri have managed to dislodge the Dutch from their base of operation in Padang. Padang, the only major port on the west coast of Sumatra under Dutch control, had been vital for the supply of the Dutch forces. At verge of defeat, this bold move is sure to revitalise the beaten Padri forces and damage Dutch moral. The outcome of the war, which may have seemed so certain just a week ago, has been cast into doubt again.;;;;;;;;;;;;;x
NEWS_padang_lost_medium;In a shocking reversal of fate, the Padri have ousted the Dutch from Padang, their base of operations and only port in the region.  The outcome of the war, oh so clear just a week ago, has now been cast into doubt. Without a port, the Dutch truly need a miracle.;;;;;;;;;;;;;x
NEWS_padang_lost_short;In a shocking reversal of fate, Padri forces have ousted the Dutch from Padang, their main base of operations and only port in the region. Future of the Dutch campaign remains uncertain.;;;;;;;;;;;;;x
NEWS_fort_de_cock_lost;Padri forces on the move!;;;;;;;;;;;;;x
NEWS_fort_de_cock_lost_long;From your war correspondent. Fort de Kock, build by the Dutch in the 1820s to protect the Mandailing region from Padri incursions, has fallen to Padri forces. This unexpected reversal is sure to be a blow to the Dutch cause. We will keep you posted.;;;;;;;;;;;;;x
